MUID,Edible,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttached,GillSpacingCrowded,GillSizeBroad,GillColor,StalkShapeEnlarging,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
3571,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3572,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3573,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3574,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3575,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3576,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3577,No,Flat,Scaly,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3578,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3579,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3580,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3581,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3582,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3583,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3584,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3585,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3586,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Paths
3587,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3588,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
3589,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3590,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3591,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3592,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3593,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3594,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3595,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3596,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3597,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3598,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3599,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3600,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3601,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3602,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
3603,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3604,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3605,No,Flat,Scaly,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3606,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3607,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3608,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3609,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3610,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3611,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3612,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3613,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3614,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
3615,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3616,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3617,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3618,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3619,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3620,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3621,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3622,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3623,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3624,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3625,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Woods
3626,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
3627,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3628,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3629,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3630,No,Knobbed,Smooth,Red,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3631,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3632,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3633,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3634,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3635,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3636,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3637,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3638,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3639,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3640,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3641,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3642,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3643,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3644,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3645,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3646,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3647,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3648,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3649,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
3650,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Woods
3651,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3652,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3653,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3654,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3655,No,Knobbed,Smooth,Red,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3656,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3657,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3658,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3659,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3660,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3661,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3662,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3663,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3664,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3665,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3666,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3667,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3668,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3669,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3670,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3671,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3672,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3673,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3674,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3675,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3676,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3677,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3678,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3679,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3680,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
3681,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3682,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3683,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3684,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3685,No,Knobbed,Smooth,Red,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3686,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3687,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3688,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3689,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3690,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3691,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3692,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
3693,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3694,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3695,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3696,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3697,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3698,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3699,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3700,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3701,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3702,No,Knobbed,Smooth,Brown,No,Foul,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3703,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3704,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3705,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3706,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3707,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3708,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
3709,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3710,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Paths
3711,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
3712,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3713,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3714,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3715,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
3716,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3717,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3718,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3719,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
3720,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3721,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
3722,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,White,White,One,Evanescent,White,Several,Woods
3723,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
3724,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
3725,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
3726,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3727,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3728,No,Knobbed,Smooth,Brown,No,Fishy,No,No,No,Buff,No,Unknown,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
3729,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
3730,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3731,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3732,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3733,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
3734,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
3735,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
3736,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
3737,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
3738,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
3739,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
3740,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
3741,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3742,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
3743,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
3744,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
3745,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
3746,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
3747,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
3748,No,Knobbed,Smooth,Brown,No,Spicy,No,No,No,Buff,No,Unknown,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
